  CrystFEL reflection list version 2.0                                
  Symmetry: mmm                                                       
   h    k    l          I    phase   sigma(I)   nmeas                 
  13   28   10      62.20        -      16.57     727
  13   28   11     305.50        -      21.12     695
  13   28   12      38.94        -      15.18     683
  13   28   13     311.26        -      20.96     636
  13   28   14      59.83        -      13.99     684
  13   28   15     235.24        -      17.36     714
  13   28   16      63.58        -      14.39     645
  13   28   17     174.18        -      16.08     638
  13   28   18     306.55        -      21.56     676
  13   28   19     139.93        -      14.54     619
  13   28   20     272.71        -      19.39     635
  13   28   21     104.02        -      13.22     570
  13   28   22      15.47        -       9.64     590
  13   28   23     159.07        -      13.82     596
  13   28   24       6.59        -       9.16     570
  13   28   25      72.56        -       9.63     566
  13   28   26      25.00        -       8.28     517
  13   28   27      28.43        -       7.13     530
  13   28   28      16.22        -       7.26     496
  13   28   29      65.68        -      10.03     456
  13   28   30      55.04        -       9.24     454
  13   28   31      20.13        -       7.38     416
  13   28   32      35.39        -       7.73     395
  13   28   33      48.11        -       8.20     296
  13   28   34       5.06        -       5.24     288
  13   28   35      42.21        -       8.68     254
  13   28   36      -1.14        -       5.81     179
  13   28   37      28.53        -       7.87     171
  13   28   38      -0.16        -       6.38     129
  13   28   39       6.00        -       5.20     119
  13   28   40      11.07        -       6.31      84
  13   28   41       8.87        -       4.86      76
  13   28   42     -11.36        -       5.39      47
  13   28   43       8.39        -       9.11      30
  13   28   44       4.71        -       5.50      30
  13   28   45      11.18        -       4.57       9
  13   28   46      -0.17        -       2.72       4
  13   29    0       9.62        -      24.33     371
  13   29    1    1607.70        -      68.28     817
  13   29    2     125.60        -      17.89     660
  13   29    3     416.84        -      24.98     714
  13   29    4      45.41        -      16.14     747
  13   29    5    1709.50        -      74.72     758
  13   29    6     261.18        -      18.63     767
  13   29    7     552.57        -      27.01     745
  13   29    8     220.71        -      18.15     702
  13   29    9    1287.55        -      55.74     726
  13   29   10     287.76        -      21.85     719
  13   29   11      70.15        -      15.07     671
  13   29   12      84.87        -      14.53     686
  13   29   13    1288.04        -      63.33     678
  13   29   14     595.19        -      33.00     662
  13   29   15      51.20        -      12.76     659
  13   29   16     407.69        -      24.05     613
  13   29   17     318.94        -      21.70     656
  13   29   18     141.65        -      13.18     629
  13   29   19     142.18        -      14.16     580
  13   29   20      59.75        -      11.80     572
  13   29   21      47.44        -      10.87     554
  13   29   22      88.91        -      11.21     548
  13   29   23     344.80        -      23.43     560
  13   29   24      11.64        -       8.83     541
  13   29   25       0.81        -       8.04     551
  13   29   26       7.71        -       8.06     512
  13   29   27      58.60        -       9.33     499
  13   29   28      24.24        -       7.48     484
  13   29   29      37.28        -       7.37     449
  13   29   30      13.16        -       6.53     394
  13   29   31      15.43        -       6.33     392
  13   29   32      28.90        -       7.82     323
  13   29   33      28.70        -       6.89     283
  13   29   34      21.05        -       6.00     234
  13   29   35      19.82        -       6.93     199
  13   29   36      26.68        -       8.30     157
  13   29   37      11.78        -       5.32     155
  13   29   38      -1.50        -       5.30     139
  13   29   39      17.85        -       7.01     108
  13   29   40      11.06        -       7.42      72
  13   29   41       0.02        -       5.66      45
  13   29   42       7.26        -       6.28      45
  13   29   43      -7.96        -       7.87      19
  13   29   44      -4.11        -       5.38      12
  13   29   45      -3.09        -       4.01       3
  13   30    0     204.53        -      25.15     344
  13   30    1     210.60        -      20.58     678
  13   30    2     242.04        -      18.84     693
  13   30    3     203.56        -      19.20     686
  13   30    4     420.24        -      25.27     703
  13   30    5     219.99        -      18.51     665
  13   30    6     116.13        -      15.11     716
  13   30    7     285.38        -      19.88     704
  13   30    8    1145.08        -      51.71     741
  13   30    9     349.01        -      23.84     641
  13   30   10     894.95        -      44.82     728
  13   30   11     195.16        -      18.14     623
  13   30   12     131.49        -      14.71     701
  13   30   13     275.12        -      19.38     663
  13   30   14     212.42        -      17.90     601
  13   30   15     290.80        -      20.61     657
  13   30   16     378.60        -      21.82     625
  13   30   17      28.66        -      11.48     626
  13   30   18      46.32        -      10.98     551
  13   30   19      41.48        -      11.00     560
  13   30   20      16.51        -       9.51     573
  13   30   21      55.88        -      10.46     567
  13   30   22      22.72        -       9.59     530
  13   30   23     190.77        -      14.55     533
  13   30   24      17.65        -       8.26     528
  13   30   25      -6.83        -       7.50     515
  13   30   26      35.80        -       7.95     507
  13   30   27       3.20        -       6.75     460
  13   30   28      -5.18        -       7.04     437
  13   30   29     127.43        -      14.76     427
  13   30   30      78.93        -      10.00     383
  13   30   31      71.94        -       9.70     318
  13   30   32      12.13        -       6.55     285
  13   30   33       1.26        -       6.13     245
  13   30   34      -0.02        -       5.91     208
  13   30   35      -0.11        -       5.90     183
  13   30   36      -4.67        -       5.19     183
  13   30   37       6.26        -       5.69     146
  13   30   38       6.35        -       5.97     106
  13   30   39      12.73        -       6.96      79
  13   30   40      -0.15        -       6.89      60
  13   30   41       4.47        -       5.60      47
  13   30   42       3.37        -       5.34      41
  13   30   43      -1.22        -       4.12      27
  13   30   44      -2.04        -       1.84      12
  13   30   45      -0.94        -       1.17       6
  13   31    0      27.42        -      19.47     358
  13   31    1     512.49        -      28.08     712
  13   31    2     886.06        -      45.41     693
  13   31    3     194.80        -      16.08     705
  13   31    4      38.68        -      14.46     657
  13   31    5     789.34        -      38.77     680
  13   31    6     309.74        -      19.70     652
  13   31    7     766.33        -      37.72     736
  13   31    8     436.95        -      25.80     675
  13   31    9     140.42        -      15.56     641
  13   31   10      60.44        -      14.01     663
  13   31   11      61.94        -      12.94     644
  13   31   12    1247.05        -      56.04     700
  13   31   13     269.08        -      22.34     571
  13   31   14     181.00        -      15.10     620
  13   31   15     184.87        -      16.33     570
  13   31   16      90.57        -      11.34     638
  13   31   17      98.78        -      11.97     583
  13   31   18     260.23        -      19.80     587
  13   31   19      98.84        -      12.16     584
  13   31   20      33.40        -       9.12     508
  13   31   21      34.72        -       8.71     555
  13   31   22      94.45        -      10.95     536
  13   31   23     103.12        -      11.54     520
  13   31   24      45.14        -       8.02     503
  13   31   25      12.95        -       8.16     486
  13   31   26      55.08        -       8.47     468
  13   31   27      10.98        -       6.87     464
  13   31   28      54.58        -       7.32     409
  13   31   29       8.12        -       6.01     354
  13   31   30      63.30        -       9.19     307
  13   31   31      34.62        -       7.50     305
  13   31   32      25.63        -       7.59     265
  13   31   33       4.70        -       6.40     200
  13   31   34      10.94        -       5.36     182
  13   31   35      40.00        -       9.67     162
  13   31   36     -10.07        -       5.39     140
  13   31   37       8.09        -       5.52     105
  13   31   38       3.53        -       5.14      86
  13   31   39      -3.14        -       5.02      68
  13   31   40       2.46        -       6.51      50
  13   31   41      -1.40        -       8.54      31
  13   31   42       7.12        -       5.35      29
  13   31   43      -1.78        -       2.66      14
  13   31   44       1.15        -       2.21      10
  13   32    0     554.60        -      46.03     319
  13   32    1     587.53        -      31.34     721
  13   32    2     347.88        -      22.32     642
  13   32    3     431.34        -      25.86     688
  13   32    4     108.28        -      14.16     672
  13   32    5      95.84        -      13.00     678
  13   32    6      19.43        -      12.35     670
  13   32    7     195.99        -      15.68     662
  13   32    8     196.53        -      16.07     623
  13   32    9     288.43        -      20.67     617
  13   32   10      68.93        -      12.68     567
  13   32   11     233.31        -      17.36     668
  13   32   12     353.48        -      22.79     623
  13   32   13     420.08        -      24.05     603
  13   32   14     115.56        -      12.56     615
  13   32   15     199.14        -      15.59     637
  13   32   16     117.92        -      12.87     562
  13   32   17      97.25        -      11.14     604
  13   32   18      66.27        -      10.52     519
  13   32   19      15.29        -       8.89     580
  13   32   20     138.20        -      13.71     542
  13   32   21      77.84        -      10.27     535
  13   32   22      18.68        -       7.30     513
  13   32   23      76.13        -       9.31     506
  13   32   24      49.13        -       8.67     498
  13   32   25      76.75        -      11.01     419
  13   32   26      17.52        -       7.15     419
  13   32   27      18.63        -       6.62     446
  13   32   28      31.17        -       7.15     381
  13   32   29      34.23        -       6.95     313
  13   32   30       5.98        -       5.95     292
  13   32   31      15.42        -       7.95     221
  13   32   32      -3.37        -       6.00     201
  13   32   33      -7.68        -       6.55     164
  13   32   34       5.00        -       6.07     174
  13   32   35      14.76        -       5.77     146
  13   32   36      12.64        -       6.68     105
  13   32   37      11.10        -       5.54     103
  13   32   38      -3.06        -       4.98      66
  13   32   39      20.33        -       8.44      50
  13   32   40       2.79        -       5.12      44
  13   32   41      13.08        -       8.35      26
  13   32   42       1.27        -       7.75      18
  13   32   43      -2.57        -       2.39      12
  13   33    0     276.16        -      26.69     315
  13   33    1     191.63        -      14.74     675
  13   33    2     350.04        -      22.79     646
  13   33    3     150.11        -      14.85     640
  13   33    4      56.15        -      11.78     655
  13   33    5     756.05        -      42.80     618
  13   33    6      41.56        -      11.86     629
  13   33    7     264.22        -      18.46     663
  13   33    8     299.69        -      20.24     636
  13   33    9      56.36        -      11.46     636
  13   33   10     136.57        -      13.46     680
  13   33   11      36.45        -      10.86     610
  13   33   12      44.11        -      11.78     585
  13   33   13     120.69        -      12.60     622
  13   33   14      45.36        -       9.60     623
  13   33   15      89.97        -      11.13     592
  13   33   16      24.28        -       8.86     558
  13   33   17      58.83        -       9.33     596
  13   33   18      29.54        -       8.87     501
  13   33   19      29.48        -       8.28     532
  13   33   20      27.39        -       7.79     492
  13   33   21      42.07        -       8.21     489
  13   33   22     102.08        -      11.31     535
  13   33   23       5.67        -       6.65     478
  13   33   24       2.86        -       7.25     472
  13   33   25      43.78        -       7.96     418
  13   33   26       6.95        -       6.04     394
  13   33   27       5.15        -       6.20     360
  13   33   28      27.76        -       6.20     343
  13   33   29      51.00        -       8.38     272
  13   33   30       4.79        -       5.93     257
  13   33   31      20.02        -       6.61     196
  13   33   32      18.00        -       6.66     160
  13   33   33       7.57        -       6.69     144
  13   33   34      13.03        -       6.65     144
  13   33   35      12.11        -       7.03     117
  13   33   36       6.17        -       5.56      98
  13   33   37       6.22        -       5.87      68
  13   33   38      14.42        -       7.27      53
  13   33   39      16.83        -       6.18      45
  13   33   40       6.05        -       7.60      32
  13   33   41      -6.50        -       4.44      15
  13   33   42       1.48        -       3.33      10
  13   33   43       1.72        -       1.97       2
  13   34    0      93.93        -      17.78     309
  13   34    1     119.10        -      13.43     615
  13   34    2      55.38        -      12.76     604
  13   34    3      74.38        -      11.72     650
  13   34    4     122.97        -      13.25     649
  13   34    5      68.15        -      11.92     637
  13   34    6      22.71        -      11.90     551
  13   34    7      86.28        -      10.92     656
  13   34    8      30.28        -      10.62     620
  13   34    9      21.77        -      10.29     588
  13   34   10       8.42        -      10.24     626
  13   34   11      12.89        -       9.69     588
  13   34   12     120.27        -      12.70     580
  13   34   13      43.15        -       9.79     594
  13   34   14     165.28        -      13.72     577
  13   34   15      55.79        -       8.72     582
  13   34   16     153.96        -      14.08     561
  13   34   17      73.13        -      10.08     519
  13   34   18      42.91        -       8.61     484
  13   34   19      35.32        -       8.14     518
  13   34   20      55.48        -       7.96     533
  13   34   21       6.01        -       7.15     458
  13   34   22      36.75        -       7.81     431
  13   34   23       6.45        -       6.52     469
  13   34   24       3.37        -       6.88     403
  13   34   25      20.77        -       6.30     391
  13   34   26     -10.57        -       5.78     375
  13   34   27      -5.26        -       5.56     311
  13   34   28      56.51        -      10.75     270
  13   34   29      25.27        -       6.34     243
  13   34   30       2.58        -       5.51     213
  13   34   31       3.61        -       5.38     173
  13   34   32      19.02        -       6.11     157
  13   34   33       2.03        -       5.99     132
  13   34   34       4.42        -       6.48     105
  13   34   35      -0.73        -       4.25     104
  13   34   36       7.51        -       5.88      86
  13   34   37     -10.18        -       5.73      62
  13   34   38       5.76        -       5.75      44
  13   34   39      16.72        -       9.49      37
  13   34   40       7.07        -       4.78      20
  13   34   41       0.89        -       3.41       9
  13   34   42      -1.38        -       1.42      10
  13   35    0      14.76        -      15.25     304
  13   35    1     238.80        -      18.46     622
  13   35    2       9.67        -      10.06     588
  13   35    3     185.33        -      13.73     609
  13   35    4     109.11        -      12.98     592
  13   35    5     175.73        -      14.65     574
  13   35    6     104.68        -      12.47     583
  13   35    7     161.77        -      13.61     589
  13   35    8     152.97        -      14.30     601
  13   35    9      24.10        -       9.91     589
  13   35   10      13.07        -       9.20     593
  13   35   11      13.39        -       9.36     597
  13   35   12      50.10        -       9.18     611
  13   35   13      99.34        -      11.29     576
  13   35   14      20.05        -       8.46     531
  13   35   15       4.71        -       7.87     559
  13   35   16     203.60        -      17.20     552
  13   35   17      21.22        -       8.24     497
  13   35   18       3.36        -       7.12     504
  13   35   19      75.66        -       9.73     502
  13   35   20      16.35        -       7.06     475
  13   35   21     -14.53        -       6.55     463
  13   35   22      18.96        -       6.36     435
  13   35   23      32.77        -       7.16     425
  13   35   24      -3.98        -       5.47     411
  13   35   25       7.94        -       5.73     363
  13   35   26      17.34        -       5.40     321
  13   35   27      -3.43        -       5.85     288
  13   35   28      27.42        -       6.99     244
  13   35   29      23.61        -       6.08     183
  13   35   30      14.46        -       6.00     175
  13   35   31       3.37        -       5.85     156
  13   35   32       8.89        -       6.34     137
  13   35   33      -4.43        -       6.75     100
  13   35   34       4.85        -       5.06      88
  13   35   35      -2.74        -       6.36      68
  13   35   36      13.29        -       6.32      52
  13   35   37      -4.46        -       4.02      57
  13   35   38      11.39        -       6.02      32
  13   35   39       3.95        -       6.31      19
  13   35   40       4.37        -       3.11      14
  13   35   41      -1.73        -       2.34       2
  13   36    0     423.49        -      39.91     303
  13   36    1      99.09        -      11.92     573
  13   36    2     133.79        -      13.17     584
  13   36    3       7.25        -       9.53     547
  13   36    4      64.91        -      10.04     592
  13   36    5     103.33        -      11.80     589
  13   36    6      33.74        -       8.88     591
  13   36    7      31.39        -       8.98     599
  13   36    8      66.28        -      10.46     552
  13   36    9      58.71        -       9.77     566
  13   36   10     192.92        -      17.05     568
  13   36   11      70.25        -      10.64     542
  13   36   12      20.35        -       8.81     529
  13   36   13      11.46        -       7.83     509
  13   36   14      53.73        -       8.78     465
  13   36   15     104.12        -      10.51     527
  13   36   16      30.87        -       7.60     527
  13   36   17     187.50        -      18.00     480
  13   36   18      82.86        -       9.95     469
  13   36   19      78.76        -       9.98     443
  13   36   20       8.94        -       6.62     425
  13   36   21       7.74        -       6.38     435
  13   36   22      -2.18        -       6.42     384
  13   36   23      30.24        -       7.13     333
  13   36   24      13.10        -       6.22     346
  13   36   25      -2.05        -       5.44     305
  13   36   26      13.60        -       6.41     255
  13   36   27      21.62        -       6.20     220
  13   36   28      16.27        -       6.88     221
  13   36   29      -2.97        -       5.49     156
  13   36   30       0.85        -       5.30     160
  13   36   31      36.37        -       9.16     110
  13   36   32      18.59        -       5.82     117
  13   36   33       6.75        -       4.80     103
  13   36   34      15.18        -       7.31      70
  13   36   35       3.10        -       5.66      57
  13   36   36       2.07        -       5.81      48
  13   36   37      -5.76        -       5.29      35
  13   36   38      13.18        -       8.96      20
  13   36   39      -5.46        -       2.54      12
  13   36   40       0.49        -       2.68       4
  13   37    0      31.60        -      13.52     259
  13   37    1      45.90        -       9.51     573
  13   37    2     341.81        -      22.19     577
  13   37    3     181.85        -      15.29     537
  13   37    4      62.27        -      10.18     567
  13   37    5     154.69        -      13.72     540
  13   37    6      33.11        -       8.95     566
  13   37    7      34.47        -       8.11     575
  13   37    8      41.66        -       9.06     521
  13   37    9      14.38        -       8.02     533
  13   37   10      65.36        -       9.14     499
  13   37   11       3.95        -       7.73     523
  13   37   12      62.92        -       9.33     463
  13   37   13      60.45        -       8.27     532
  13   37   14      17.39        -       7.25     461
  13   37   15      83.25        -       9.91     506
  13   37   16     121.21        -      13.47     540
  13   37   17       5.64        -       6.15     473
  13   37   18     107.30        -      12.73     427
  13   37   19      55.58        -       8.92     419
  13   37   20      93.87        -      10.76     421
  13   37   21      27.50        -       7.04     399
  13   37   22       2.72        -       6.72     336
  13   37   23      25.51        -       6.87     315
  13   37   24       6.17        -       6.52     277
  13   37   25      -2.52        -       6.12     226
  13   37   26      15.38        -       5.99     211
  13   37   27      24.43        -       8.10     165
  13   37   28      13.21        -       6.25     162
  13   37   29      -2.09        -       5.34     132
  13   37   30      14.35        -       6.30     115
  13   37   31       4.79        -       6.29      94
  13   37   32      -0.05        -       5.12      87
  13   37   33       5.30        -       6.59      63
  13   37   34       0.49        -       4.91      59
  13   37   35       6.31        -       5.60      45
  13   37   36      -8.11        -       5.29      25
  13   37   37      -6.27        -       6.37      25
  13   37   38      -1.55        -       4.11      13
  13   37   39      -7.90        -       1.98       8
  13   38    0      -2.18        -      10.56     260
  13   38    1      19.20        -       8.04     566
  13   38    2     238.99        -      20.06     546
  13   38    3      40.53        -       9.30     524
  13   38    4     150.39        -      13.46     531
  13   38    5     112.40        -      12.86     505
  13   38    6      21.17        -       8.35     488
  13   38    7      43.78        -       8.31     523
  13   38    8     268.39        -      21.65     513
  13   38    9     121.84        -      12.42     494
  13   38   10     125.14        -      12.65     512
  13   38   11       6.87        -       7.67     524
  13   38   12     108.42        -      13.86     458
  13   38   13     109.22        -      12.15     526
  13   38   14     228.84        -      20.72     485
  13   38   15       6.54        -       6.54     489
  13   38   16     126.81        -      14.00     427
  13   38   17      29.67        -       7.38     418
  13   38   18      30.92        -       7.11     383
  13   38   19      35.77        -       6.93     360
  13   38   20       5.05        -       5.93     333
  13   38   21      44.31        -       9.41     325
  13   38   22       4.99        -       5.84     288
  13   38   23     131.62        -      18.69     251
  13   38   24      -3.66        -       5.70     251
  13   38   25      62.86        -      11.71     221
  13   38   26      28.93        -       8.29     163
  13   38   27       0.28        -       5.74     162
  13   38   28      24.37        -       7.22     118
  13   38   29       8.65        -       5.91     114
  13   38   30      -9.01        -       5.82      94
  13   38   31       7.33        -       5.12      97
  13   38   32      19.13        -       6.32      70
  13   38   33      -5.98        -       5.21      44
  13   38   34       1.60        -       6.22      40
  13   38   35       7.22        -       4.66      41
  13   38   36      -0.81        -       4.73      23
  13   38   37      -5.59        -       2.57      14
  13   38   38       0.42        -       1.51       7
  13   39    0      60.69        -      12.93     263
  13   39    1     235.10        -      20.62     524
  13   39    2      38.07        -       7.84     516
  13   39    3      14.34        -       7.84     500
  13   39    4       5.10        -       7.54     498
  13   39    5      25.61        -       8.44     508
  13   39    6      64.18        -       9.74     497
  13   39    7      78.45        -       9.66     483
  13   39    8      24.51        -       7.22     505
  13   39    9      -0.51        -       7.32     482
  13   39   10      51.22        -       8.23     512
  13   39   11      72.48        -       9.82     479
  13   39   12      53.88        -       8.87     424
  13   39   13      19.45        -       7.85     413
  13   39   14       6.41        -       6.18     428
  13   39   15      15.21        -       6.12     447
  13   39   16       3.59        -       6.48     395
  13   39   17      37.46        -       6.97     361
  13   39   18       9.20        -       6.31     339
  13   39   19      26.57        -       6.81     321
  13   39   20      22.07        -       6.75     287
  13   39   21      18.56        -       6.51     233
  13   39   22      28.60        -       7.11     250
  13   39   23       5.00        -       6.06     203
  13   39   24     114.37        -      16.39     199
  13   39   25      -4.86        -       5.26     171
  13   39   26      66.77        -      12.14     140
  13   39   27      24.41        -       6.86     145
  13   39   28       4.29        -       6.43     104
  13   39   29      14.55        -       6.65      88
  13   39   30      -1.19        -       5.32      73
  13   39   31      -1.29        -       5.92      62
  13   39   32       8.96        -       5.39      64
  13   39   33      -0.70        -       4.23      44
  13   39   34      -5.59        -       5.76      27
  13   39   35       2.37        -       5.44      24
  13   39   36      -0.16        -       3.94      12
  13   39   37       1.59        -       2.41       4
  13   40    0      22.76        -      10.67     266
  13   40    1      27.87        -       7.60     478
  13   40    2       2.48        -       6.14     517
  13   40    3     120.10        -      12.65     485
  13   40    4      35.42        -       8.11     492
  13   40    5      53.84        -       8.03     482
  13   40    6      46.27        -       7.83     492
  13   40    7      54.61        -       8.25     485
  13   40    8      61.82        -       9.00     460
  13   40    9       4.07        -       7.24     463
  13   40   10      -0.63        -       6.36     449
  13   40   11       8.22        -       6.25     430
  13   40   12      19.63        -       7.45     379
  13   40   13      30.38        -       6.40     407
  13   40   14      18.87        -       6.16     380
  13   40   15      17.85        -       6.24     385
  13   40   16      24.62        -       7.26     358
  13   40   17      22.02        -       7.22     290
  13   40   18      16.11        -       6.47     297
  13   40   19      22.70        -       7.12     259
  13   40   20      19.96        -       7.77     223
  13   40   21      -3.23        -       6.85     231
  13   40   22       2.47        -       5.13     182
  13   40   23       1.21        -       5.86     176
  13   40   24      -1.55        -       5.43     153
  13   40   25       4.03        -       5.98     134
  13   40   26       1.94        -       5.75     134
  13   40   27      15.20        -       5.53     103
  13   40   28       1.94        -       5.66      76
  13   40   29      -0.99        -       4.59      80
  13   40   30      -0.84        -       5.58      63
  13   40   31      -3.28        -       4.35      44
  13   40   32      -3.92        -       5.56      43
  13   40   33      11.57        -       7.44      33
  13   40   34      -1.98        -       4.76      31
  13   40   35       1.19        -       3.34      14
  13   40   36       3.75        -       4.54       7
  13   41    0       2.44        -       8.98     238
  13   41    1      56.43        -       7.78     458
  13   41    2      73.18        -       9.05     489
  13   41    3      10.44        -       6.44     452
  13   41    4      -5.98        -       6.28     457
  13   41    5      10.58        -       7.07     420
  13   41    6      28.71        -       7.08     436
  13   41    7      19.14        -       6.54     441
  13   41    8      35.12        -       7.46     423
  13   41    9      22.68        -       6.42     429
  13   41   10       8.27        -       6.31     383
  13   41   11      15.37        -       5.63     414
  13   41   12      16.56        -       6.18     378
  13   41   13      18.66        -       7.49     321
  13   41   14       4.58        -       6.12     305
  13   41   15      14.66        -       5.52     349
  13   41   16      15.53        -       6.21     271
  13   41   17       6.28        -       5.94     266
  13   41   18      41.87        -       7.42     220
  13   41   19      -3.33        -       5.82     215
  13   41   20      75.63        -      11.25     234
  13   41   21       1.64        -       5.82     175
  13   41   22       2.97        -       5.55     155
  13   41   23       9.33        -       5.34     147
  13   41   24      -2.52        -       6.00     119
  13   41   25      11.17        -       6.15     115
  13   41   26       8.49        -       4.81      96
  13   41   27       8.98        -       6.52      83
  13   41   28       9.68        -       5.14      85
  13   41   29       9.52        -       6.25      63
  13   41   30      -3.14        -       4.63      50
  13   41   31       3.90        -       5.72      25
  13   41   32       0.65        -      10.75      15
  13   41   33       7.45        -       6.27      21
  13   41   34       2.05        -       2.80       7
  13   41   35       4.66        -       3.62       5
  13   42    0       0.21        -       8.29     231
  13   42    1     -10.11        -       6.04     399
  13   42    2       1.25        -       6.19     424
  13   42    3       1.45        -       5.50     432
  13   42    4      17.59        -       6.15     371
  13   42    5      16.31        -       6.76     386
  13   42    6       8.55        -       6.72     374
  13   42    7      14.38        -       5.77     400
  13   42    8       5.64        -       6.67     373
  13   42    9      21.17        -       5.76     355
  13   42   10      90.93        -      11.39     346
  13   42   11      40.12        -       7.79     325
  13   42   12      31.24        -       8.19     288
  13   42   13      18.29        -       6.63     275
  13   42   14      27.00        -       6.57     278
  13   42   15      15.63        -       6.18     243
  13   42   16       5.25        -       5.87     215
  13   42   17       0.21        -       5.61     236
  13   42   18       1.54        -       5.98     167
  13   42   19      -7.81        -       5.47     183
  13   42   20       0.70        -       5.42     155
  13   42   21      -2.88        -       5.33     161
  13   42   22      -1.51        -       4.54     133
  13   42   23      -1.75        -       5.48     115
  13   42   24       6.89        -       6.52      98
  13   42   25       6.00        -       5.71      82
  13   42   26      -0.75        -       5.12      85
  13   42   27      -2.76        -       5.63      47
  13   42   28      30.08        -       8.38      47
  13   42   29       9.27        -       6.81      51
  13   42   30      -1.67        -       5.61      31
  13   42   31       2.84        -       6.74      26
  13   42   32       1.85        -       9.55       7
  13   42   33      -4.17        -       2.96       9
  13   42   34       4.96        -       3.30       4
  13   43    0      -7.09        -       7.86     210
  13   43    1      51.01        -       8.13     361
  13   43    2       7.49        -       5.40     344
  13   43    3      14.10        -       5.97     372
  13   43    4       5.39        -       6.45     318
  13   43    5      -3.21        -       6.29     318
  13   43    6      -5.21        -       5.85     332
  13   43    7      13.74        -       5.58     329
  13   43    8       6.36        -       5.23     322
  13   43    9      36.28        -       7.64     272
  13   43   10      -2.38        -       5.52     227
  13   43   11      63.74        -      11.47     270
  13   43   12       9.93        -       6.17     249
  13   43   13     -10.22        -       5.13     231
  13   43   14       0.51        -       5.72     193
  13   43   15      -3.89        -       5.60     187
  13   43   16      -8.32        -       5.51     195
  13   43   17       2.89        -       5.71     150
  13   43   18      -3.33        -       5.65     150
  13   43   19       8.44        -       4.92     135
  13   43   20      15.37        -       6.24     112
  13   43   21       5.33        -       5.48     128
  13   43   22       3.57        -       5.32     108
  13   43   23      -2.97        -       6.40      80
  13   43   24      10.29        -       7.53      74
  13   43   25      15.31        -       5.68      63
  13   43   26       8.01        -       8.58      45
  13   43   27       3.76        -       5.17      51
  13   43   28       2.08        -       7.07      30
  13   43   29       0.77        -       5.41      32
  13   43   30      -3.18        -       7.66      18
  13   43   31      -4.72        -       2.82      17
  13   43   32       0.44        -       3.05       6
  13   44    0      39.24        -       9.91     151
  13   44    1       1.38        -       6.07     280
  13   44    2      20.49        -       6.75     280
  13   44    3      17.38        -       6.49     277
  13   44    4      52.56        -       9.73     270
  13   44    5      25.94        -       6.68     295
  13   44    6      38.27        -       8.11     241
  13   44    7       5.26        -       6.15     257
  13   44    8       2.25        -       6.28     236
  13   44    9      21.37        -       6.82     207
  13   44   10       1.66        -       5.82     188
  13   44   11      34.95        -       7.51     213
  13   44   12       7.95        -       5.71     166
  13   44   13      34.57        -       9.03     170
  13   44   14      -1.04        -       6.33     156
  13   44   15      -6.72        -       5.72     151
  13   44   16       7.24        -       6.33     149
  13   44   17     -14.08        -       5.35     114
  13   44   18      -1.10        -       5.30     139
  13   44   19       3.04        -       5.41     122
  13   44   20       2.66        -       4.97      93
  13   44   21      14.24        -       6.63      89
  13   44   22      16.46        -       7.16      69
  13   44   23       8.43        -       6.55      56
  13   44   24       5.59        -       5.31      61
  13   44   25      21.11        -       8.50      40
  13   44   26       3.11        -       5.68      41
  13   44   27      14.21        -       5.05      27
  13   44   28       8.42        -       8.90      18
  13   44   29      -7.69        -       7.56      14
  13   44   30      -3.93        -       1.92      12
  13   44   31       0.97        -       3.53       5
  13   45    0      12.66        -       8.25     107
  13   45    1       8.25        -       5.32     237
  13   45    2      -4.26        -       6.55     176
  13   45    3      13.55        -       6.26     206
  13   45    4      13.57        -       6.48     222
  13   45    5       2.26        -       5.69     192
  13   45    6      19.57        -       6.27     192
  13   45    7       6.64        -       6.34     191
  13   45    8       2.97        -       5.88     177
  13   45    9      -2.99        -       5.63     195
  13   45   10      -2.74        -       6.13     178
  13   45   11       4.51        -       5.07     164
  13   45   12       6.99        -       5.98     160
  13   45   13       3.67        -       5.73     155
  13   45   14       3.35        -       5.75     139
  13   45   15       6.17        -       6.54     101
  13   45   16       7.49        -       6.57     118
  13   45   17       6.05        -       5.76      96
  13   45   18      10.04        -       4.77      94
  13   45   19      -0.86        -       5.37      97
  13   45   20       7.37        -       5.37      67
  13   45   21       7.31        -       9.29      42
  13   45   22       4.21        -       7.54      51
  13   45   23      18.26        -      10.73      47
  13   45   24      -1.91        -       6.24      33
  13   45   25      -0.31        -       5.82      37
  13   45   26      -3.30        -       6.78      20
  13   45   27       8.38        -       6.10      24
  13   45   28      -1.05        -       4.58       9
  13   45   29      -2.00        -       2.39      10
  13   45   30      -3.40        -       0.03       2
  13   46    0      19.59        -      10.96      81
  13   46    1      11.17        -       5.42     193
  13   46    2       5.17        -       6.32     165
  13   46    3      13.76        -       6.30     187
  13   46    4       1.54        -       5.53     189
  13   46    5      21.58        -       7.75     156
  13   46    6      12.87        -       6.39     151
  13   46    7      20.11        -       7.50     137
  13   46    8       7.66        -       6.74     139
  13   46    9      14.00        -       5.66     155
  13   46   10       1.65        -       5.76     120
  13   46   11      16.79        -       7.90     138
  13   46   12       2.28        -       6.59     111
  13   46   13       4.04        -       4.94     141
  13   46   14      13.42        -       5.53     112
  13   46   15      -1.97        -       5.91      98
  13   46   16       1.52        -       4.74      92
  13   46   17       5.21        -       5.28      67
